,0,1,2,3,4,5,6,7,8,9,10
2143,0.1253,0.2001,0.1496,0.097,0.1403,0.0553,0.0807,0.0567,0.0621,0.1439,0.0645
2144,0.0613,0.156,0.1274,0.0841,0.0909,0.0425,0.0743,0.0506,0.0696,0.0697,0.0585
2145,0.0602,0.0655,0.104,0.0812,0.047,0.0405,0.0635,0.0567,0.0623,0.0817,0.0551
2146,0.0628,0.0544,0.0983,0.0794,0.0285,0.0441,0.0635,0.0628,0.0697,0.0872,0.0511
2147,0.0576,0.0514,0.1726,0.074,0.0218,0.0476,0.0626,0.0703,0.0747,0.0833,0.0538
2148,0.0562,0.0558,0.1518,0.0717,0.0211,0.0543,0.0667,0.0761,0.0821,0.0738,0.0526
2149,0.0583,0.0496,0.2332,0.0696,0.0216,0.0738,0.0882,0.0919,0.0928,0.1037,0.0599
2150,0.0597,0.0421,0.26,0.0662,0.0205,0.1817,0.1952,0.1406,0.1263,0.0829,0.0612
2151,0.0568,0.0364,0.2474,0.0761,0.0192,0.2032,0.2489,0.21,0.1481,0.1597,0.0688
2152,0.0565,0.036,0.083,0.0818,0.0214,0.2799,0.2327,0.2157,0.1469,0.1987,0.0725
2153,0.0468,0.0309,0.065,0.0731,0.0206,0.168,0.1819,0.093,0.1324,0.0778,0.0617
2154,0.0356,0.0314,0.0617,0.0704,0.0142,0.0653,0.0536,0.0815,0.0787,0.1205,0.0495
2155,0.0272,0.0254,0.0531,0.0633,0.011,0.0506,0.0404,0.065,0.0731,0.0405,0.0369
2156,0.0188,0.0241,0.0477,0.0548,0.0118,0.0373,0.0327,0.06,0.0586,0.0278,0.0311
2157,0.006,0.0171,0.0374,0.0401,0.0069,0.0258,0.0247,0.0454,0.0455,0.0187,0.0214
2158,0.0039,0.0112,0.0229,0.0263,0.0037,0.0186,0.0184,0.0319,0.0381,0.0088,0.0132
2159,0.0036,0.006,0.0162,0.0145,0.0023,0.0117,0.0148,0.0169,0.0249,0.0048,0.0077
2160,0.0035,0.0042,0.0107,0.0086,0.0015,0.0094,0.0084,0.0111,0.0132,0.0024,0.0052
2161,0.0037,0.0053,0.0123,0.0081,0.0016,0.0084,0.0086,0.0074,0.0122,0.0025,0.0055
2162,0.0037,0.0098,0.0179,0.0092,0.0032,0.0081,0.0174,0.0047,0.0097,0.0031,0.0062
2163,0.0052,0.0248,0.0386,0.0185,0.0088,0.0086,0.015,0.0063,0.0125,0.0053,0.0125
2164,0.0528,0.0402,0.0889,0.0496,0.0327,0.011,0.0232,0.0131,0.0199,0.0126,0.0293
2165,0.079,0.06,0.1352,0.0797,0.0917,0.0216,0.0467,0.0208,0.0255,0.0401,0.038
2166,0.2277,0.1964,0.1592,0.0963,0.119,0.0438,0.0779,0.0416,0.0384,0.1494,0.0834
2167,0.1314,0.0903,0.2108,0.0972,0.1159,0.0532,0.0799,0.049,0.0399,0.1583,0.1295
2168,0.0557,0.0874,0.1491,0.0861,0.1217,0.0431,0.0746,0.051,0.0549,0.0724,0.0633
2169,0.0626,0.0672,0.1077,0.0765,0.0437,0.0402,0.0641,0.0554,0.0608,0.073,0.0544
2170,0.0595,0.0585,0.1395,0.0763,0.028,0.0434,0.0635,0.0644,0.0729,0.0784,0.0501
2171,0.0571,0.0537,0.1852,0.0663,0.0235,0.0484,0.0679,0.0734,0.0766,0.0858,0.0415
2172,0.0598,0.0577,0.1921,0.066,0.0213,0.0515,0.0733,0.0812,0.0867,0.0851,0.0454
2173,0.0555,0.0488,0.2226,0.066,0.0215,0.0679,0.0964,0.0958,0.1176,0.0854,0.0578
2174,0.0574,0.0499,0.2514,0.0722,0.0215,0.1305,0.1989,0.15,0.1377,0.0774,0.0598
2175,0.0555,0.0373,0.217,0.078,0.0194,0.159,0.2297,0.2227,0.1404,0.3883,0.0689
2176,0.0589,0.0369,0.0934,0.0883,0.0217,0.261,0.233,0.268,0.1656,0.2297,0.0781
2177,0.0486,0.0333,0.065,0.0769,0.0197,0.2318,0.1781,0.1237,0.1413,0.0952,0.0676
2178,0.0366,0.0318,0.0617,0.0676,0.0145,0.0812,0.0596,0.0912,0.1177,0.0642,0.05
2179,0.028,0.0272,0.0553,0.0678,0.0102,0.0502,0.0407,0.0784,0.0788,0.0427,0.039
2180,0.0144,0.0241,0.0495,0.0572,0.0091,0.0403,0.036,0.0617,0.0639,0.0221,0.034
2181,0.0051,0.0189,0.0392,0.0457,0.0104,0.0294,0.026,0.0477,0.0507,0.0135,0.0245
2182,0.0039,0.0113,0.0233,0.0269,0.0041,0.0178,0.0178,0.0302,0.0378,0.0105,0.013
2183,0.0037,0.006,0.0157,0.0166,0.0018,0.0128,0.0112,0.0197,0.0242,0.0072,0.0079
2184,0.0037,0.0045,0.0124,0.0097,0.0012,0.0098,0.0084,0.0123,0.018,0.0049,0.0058
2185,0.0038,0.005,0.0133,0.0081,0.0017,0.0089,0.0096,0.0073,0.0128,0.0037,0.0053
2186,0.0042,0.0101,0.0169,0.0095,0.0034,0.0082,0.0079,0.006,0.0111,0.0051,0.0064
2187,0.012,0.0262,0.0379,0.0204,0.0089,0.0085,0.0147,0.0065,0.0139,0.006,0.0126
2188,0.0513,0.0673,0.0875,0.0496,0.0313,0.0119,0.0254,0.0135,0.019,0.0143,0.029
2189,0.1175,0.0779,0.1239,0.0711,0.0752,0.025,0.0479,0.028,0.033,0.0463,0.0438
2190,0.2905,0.0866,0.1234,0.0804,0.1352,0.0448,0.0794,0.0566,0.0504,0.0762,0.081
2191,0.1412,0.1014,0.1976,0.0954,0.0835,0.055,0.0755,0.0678,0.0608,0.0911,0.1651
2192,0.0614,0.09,0.2021,0.0827,0.0692,0.0443,0.0729,0.0558,0.0599,0.1294,0.0666
2193,0.0655,0.0759,0.1577,0.0688,0.0416,0.042,0.0662,0.0612,0.0615,0.1444,0.0557
2194,0.0562,0.057,0.3104,0.0683,0.0282,0.0448,0.0631,0.0603,0.069,0.1172,0.0552
2195,0.0631,0.0518,0.3095,0.0747,0.0229,0.0522,0.0666,0.0732,0.0728,0.0975,0.0531
2196,0.0626,0.0586,0.2458,0.0711,0.0224,0.0562,0.0763,0.0764,0.0765,0.0765,0.0537
2197,0.062,0.0566,0.2575,0.0703,0.0213,0.0885,0.0865,0.0981,0.1003,0.0914,0.0633
2198,0.0635,0.045,0.2514,0.0691,0.0208,0.2023,0.2119,0.1224,0.1304,0.0813,0.0671
2199,0.0608,0.0401,0.2557,0.0766,0.0192,0.1729,0.2369,0.2111,0.1398,0.1033,0.0849
2200,0.064,0.0385,0.2464,0.0907,0.0221,0.2712,0.2271,0.2228,0.1384,0.4466,0.0882
2201,0.0529,0.0334,0.1786,0.0762,0.019,0.2168,0.2113,0.1186,0.1316,0.2072,0.0702
2202,0.0408,0.033,0.0676,0.0725,0.0149,0.0671,0.0905,0.0865,0.1016,0.069,0.0526
2203,0.0291,0.0282,0.0585,0.0705,0.0109,0.0518,0.0457,0.0735,0.0829,0.0486,0.0432
2204,0.0199,0.0273,0.0518,0.055,0.0092,0.0429,0.0403,0.0674,0.0731,0.0359,0.0338
2205,0.0099,0.0198,0.0401,0.0457,0.0091,0.0312,0.0284,0.0564,0.061,0.0257,0.0272
2206,0.004,0.0129,0.0265,0.0274,0.0072,0.0207,0.019,0.0435,0.0523,0.0204,0.0154
2207,0.0038,0.0082,0.0128,0.0192,0.0028,0.0136,0.0121,0.0187,0.0271,0.0081,0.0087
2208,0.0037,0.0054,0.0122,0.0118,0.0017,0.0099,0.0097,0.0145,0.017,0.0046,0.0075
2209,0.0038,0.0056,0.0129,0.0087,0.0018,0.0093,0.0087,0.0103,0.0146,0.0029,0.0074
2210,0.0038,0.0101,0.018,0.0087,0.0034,0.0083,0.015,0.0069,0.0127,0.0024,0.0074
2211,0.0052,0.023,0.0364,0.0197,0.008,0.0085,0.0144,0.0076,0.0128,0.005,0.0116
2212,0.0439,0.063,0.0756,0.0481,0.0282,0.0112,0.0235,0.0142,0.0196,0.0131,0.027
2213,0.0704,0.0854,0.1252,0.0774,0.0686,0.0221,0.041,0.0269,0.0325,0.0372,0.0417
2214,0.0628,0.0868,0.1409,0.0894,0.0745,0.0412,0.0705,0.054,0.0498,0.0662,0.0745
2215,0.0618,0.0802,0.1605,0.0894,0.063,0.0509,0.0794,0.0654,0.0573,0.0642,0.0692
2216,0.0613,0.0793,0.1218,0.0931,0.0558,0.0447,0.0657,0.0568,0.0645,0.0701,0.0658
2217,0.0638,0.0704,0.1246,0.0793,0.0375,0.046,0.0654,0.0644,0.0678,0.0754,0.0586
2218,0.0663,0.0626,0.2032,0.0785,0.0278,0.0518,0.0683,0.069,0.0755,0.1513,0.0605
2219,0.0639,0.0567,0.2118,0.0774,0.0242,0.0584,0.0747,0.0854,0.0859,0.3527,0.0619
2220,0.0699,0.0605,0.2339,0.0738,0.0233,0.0655,0.0739,0.0923,0.0948,0.1237,0.0656
2221,0.0642,0.0539,0.2569,0.0735,0.0236,0.1025,0.0776,0.111,0.1347,0.2226,0.0726
2222,0.0643,0.0447,0.2537,0.0707,0.0192,0.1872,0.2157,0.1677,0.1381,0.1809,0.0829
2223,0.06,0.0423,0.1522,0.075,0.0226,0.1567,0.2942,0.2069,0.1417,0.0828,0.0831
2224,0.0602,0.0408,0.0786,0.0828,0.0251,0.1617,0.1867,0.1937,0.1073,0.0814,0.0858
2225,0.0491,0.0399,0.0757,0.073,0.0206,0.0891,0.1452,0.0911,0.0881,0.0681,0.0689
2226,0.04,0.0377,0.0702,0.068,0.0155,0.057,0.0517,0.083,0.0821,0.0626,0.0589
2227,0.0364,0.0336,0.0633,0.0577,0.0136,0.0486,0.0444,0.0732,0.0844,0.0434,0.0453
2228,0.0259,0.0295,0.0603,0.0542,0.0102,0.0436,0.039,0.0693,0.0697,0.0334,0.0392
2229,0.0147,0.0267,0.0511,0.0495,0.01,0.0344,0.0331,0.0683,0.0642,0.0274,0.0353
2230,0.0054,0.0165,0.035,0.0347,0.0077,0.0263,0.0242,0.0504,0.0567,0.0151,0.0226
2231,0.0042,0.0102,0.0217,0.0214,0.0039,0.0174,0.0147,0.0333,0.0366,0.0084,0.0126
2232,0.0037,0.0063,0.0151,0.0114,0.0027,0.0124,0.0104,0.0233,0.0247,0.0056,0.0103
2233,0.0039,0.006,0.0139,0.0087,0.0018,0.0107,0.009,0.0186,0.0198,0.0038,0.0076
2234,0.0038,0.0071,0.0136,0.0062,0.002,0.009,0.049,0.012,0.0137,0.0034,0.0063
2235,0.0039,0.0106,0.016,0.0098,0.0035,0.0085,0.0082,0.0089,0.0112,0.0037,0.0075
2236,0.0045,0.0205,0.0269,0.02,0.0071,0.0096,0.0114,0.0098,0.0131,0.0054,0.0108
2237,0.0137,0.0272,0.0389,0.0276,0.0143,0.0135,0.019,0.0157,0.02,0.0138,0.0173
2238,0.0317,0.0361,0.0537,0.0337,0.0168,0.0216,0.0271,0.0273,0.0348,0.0243,0.0268
2239,0.0446,0.0479,0.0717,0.0441,0.022,0.0333,0.0388,0.0408,0.0451,0.0437,0.0406
2240,0.0561,0.0507,0.0935,0.0471,0.0242,0.0424,0.0552,0.0549,0.0615,0.0579,0.0534
2241,0.0582,0.0518,0.1739,0.0671,0.0252,0.0499,0.0635,0.0634,0.0747,0.0707,0.0563
2242,0.0637,0.0519,0.2314,0.0673,0.025,0.0558,0.0679,0.0727,0.0789,0.0764,0.061
2243,0.065,0.0533,0.2658,0.0683,0.0249,0.0585,0.0666,0.0835,0.0789,0.0755,0.0635
2244,0.0619,0.055,0.2079,0.0637,0.0258,0.0613,0.0667,0.0877,0.0858,0.0827,0.0688
2245,0.0646,0.0521,0.2052,0.0654,0.0258,0.0644,0.0655,0.0899,0.0879,0.0751,0.0635
2246,0.0598,0.0514,0.2114,0.0638,0.023,0.0633,0.0662,0.0914,0.0889,0.0717,0.0614
2247,0.0618,0.0496,0.2623,0.0616,0.0218,0.0593,0.0625,0.0902,0.0918,0.1126,0.0632
2248,0.0617,0.0485,0.2201,0.0592,0.0208,0.0558,0.0608,0.0921,0.089,0.1015,0.0655
2249,0.0532,0.0426,0.1828,0.0537,0.021,0.0507,0.0549,0.0826,0.0856,0.0588,0.0564
2250,0.0382,0.0382,0.0705,0.0488,0.0154,0.0376,0.044,0.0709,0.0759,0.0468,0.0469
2251,0.033,0.0348,0.0694,0.0459,0.0138,0.0349,0.0378,0.0658,0.0621,0.0374,0.0413
2252,0.0308,0.0315,0.0675,0.0515,0.0116,0.0324,0.0396,0.0619,0.0596,0.0315,0.0387
2253,0.0245,0.0264,0.0561,0.0449,0.0113,0.0282,0.0319,0.0541,0.0536,0.0283,0.0369
2254,0.0057,0.0184,0.0372,0.0277,0.0075,0.0243,0.0231,0.0407,0.0414,0.0155,0.0209
2255,0.004,0.0114,0.0224,0.0172,0.0039,0.0174,0.0149,0.0288,0.0295,0.0086,0.0133
2256,0.004,0.007,0.0148,0.0091,0.003,0.0123,0.0093,0.02,0.0196,0.005,0.0083
2257,0.0037,0.0046,0.0116,0.0066,0.0022,0.0101,0.0118,0.0179,0.0179,0.0033,0.006
2258,0.0037,0.0041,0.0099,0.0052,0.0015,0.0089,0.0169,0.0107,0.0116,0.0028,0.0061
2259,0.0039,0.0055,0.0119,0.0071,0.0014,0.0082,0.0071,0.0055,0.006,0.0024,0.0055
2260,0.0041,0.0112,0.0173,0.0112,0.0041,0.0086,0.0064,0.0073,0.0084,0.0028,0.0091
2261,0.0041,0.0137,0.0226,0.0164,0.0073,0.012,0.0106,0.0114,0.012,0.0065,0.014
2262,0.008,0.0165,0.0305,0.0211,0.0071,0.0145,0.014,0.0193,0.0192,0.0074,0.0176
2263,0.0234,0.0233,0.0419,0.0262,0.0091,0.0205,0.0228,0.0291,0.0302,0.0149,0.0286
2264,0.0416,0.0349,0.0767,0.0407,0.0143,0.0274,0.036,0.0459,0.0425,0.0287,0.0428
2265,0.0534,0.0384,0.115,0.0563,0.0194,0.0396,0.0514,0.0652,0.0605,0.0451,0.0592
2266,0.0663,0.0428,0.1527,0.0644,0.0182,0.0437,0.056,0.0754,0.0624,0.0588,0.064
2267,0.056,0.0451,0.2283,0.0614,0.0191,0.0561,0.0603,0.078,0.0614,0.0663,0.0494
2268,0.0624,0.05,0.2188,0.0591,0.022,0.0562,0.0574,0.0849,0.0801,0.0714,0.0513
2269,0.0586,0.0493,0.1909,0.0571,0.0215,0.0553,0.0559,0.0852,0.0806,0.0647,0.0574
2270,0.0585,0.0432,0.1833,0.0596,0.0194,0.0487,0.0565,0.0759,0.078,0.0555,0.0547
2271,0.0583,0.042,0.1277,0.0534,0.0194,0.0479,0.0537,0.0684,0.073,0.0493,0.0537
2272,0.0532,0.043,0.1264,0.0549,0.021,0.0408,0.0528,0.0676,0.0698,0.0481,0.0481
2273,0.0562,0.041,0.0916,0.0534,0.017,0.0386,0.0513,0.0621,0.0601,0.046,0.0503
2274,0.0531,0.0424,0.0874,0.056,0.0177,0.0372,0.0528,0.0613,0.0581,0.0449,0.0467
2275,0.0466,0.0373,0.0946,0.059,0.0178,0.0362,0.0513,0.0629,0.0622,0.0413,0.0489
2276,0.0334,0.0354,0.0983,0.058,0.0153,0.0258,0.0393,0.0534,0.0505,0.0342,0.0432
2277,0.0148,0.0238,0.0497,0.0417,0.0112,0.019,0.0251,0.0384,0.0398,0.023,0.0341
2278,0.0039,0.0146,0.029,0.0253,0.0052,0.0147,0.0154,0.0266,0.028,0.0092,0.0157
2279,0.0039,0.0078,0.0171,0.0174,0.0028,0.0111,0.0106,0.0167,0.0189,0.0047,0.0075
2280,0.0037,0.0048,0.0107,0.0105,0.0013,0.009,0.0131,0.0094,0.0108,0.0022,0.0051
2281,0.0037,0.0051,0.0125,0.0065,0.0011,0.008,0.01,0.007,0.0102,0.0019,0.0029
2282,0.0037,0.0091,0.0158,0.0084,0.0029,0.0077,0.0076,0.0048,0.0076,0.0026,0.005
2283,0.0102,0.0236,0.039,0.0172,0.0085,0.0084,0.0117,0.0062,0.0115,0.0046,0.0119
2284,0.0579,0.0676,0.0898,0.0479,0.031,0.0122,0.0215,0.0127,0.0178,0.0146,0.0276
2285,0.0809,0.0861,0.2144,0.0792,0.0685,0.0194,0.0431,0.0246,0.0291,0.0368,0.0424
2286,0.1876,0.1031,0.3108,0.0931,0.1072,0.0357,0.0737,0.0415,0.0432,0.0727,0.0685
2287,0.0565,0.0934,0.231,0.0974,0.073,0.0494,0.0788,0.0558,0.0571,0.073,0.0613
2288,0.062,0.0768,0.1303,0.0838,0.0644,0.0441,0.0695,0.0534,0.0586,0.0685,0.0957
2289,0.0616,0.0644,0.1039,0.0798,0.0363,0.0427,0.062,0.058,0.0612,0.0621,0.0633
2290,0.06,0.0532,0.1104,0.0703,0.0249,0.0448,0.0626,0.0635,0.0693,0.066,0.0552
2291,0.0624,0.0516,0.1422,0.0687,0.0197,0.0516,0.0635,0.0714,0.0727,0.0678,0.0457
2292,0.0572,0.0551,0.2068,0.0676,0.0213,0.0525,0.0656,0.075,0.0784,0.1627,0.0457
2293,0.0584,0.0298,0.2327,0.0646,0.0207,0.0695,0.0754,0.0905,0.0941,0.1297,0.0459
2294,0.0606,0.0442,0.2543,0.0635,0.0187,0.0827,0.1795,0.1131,0.1001,0.0749,0.0467
2295,0.0562,0.0387,0.2689,0.0734,0.0178,0.1384,0.2173,0.1475,0.1012,0.0859,0.0515
2296,0.0553,0.0392,0.2397,0.0843,0.0208,0.1986,0.2543,0.2158,0.0881,0.2226,0.056
2297,0.045,0.032,0.0651,0.072,0.0176,0.0897,0.161,0.095,0.0889,0.1543,0.0488
2298,0.0337,0.0278,0.0566,0.0617,0.0123,0.0476,0.0439,0.0697,0.0728,0.0579,0.036
2299,0.02,0.0254,0.0493,0.0536,0.0086,0.0365,0.0335,0.059,0.0589,0.0376,0.0274
2300,0.0139,0.0214,0.0443,0.0497,0.0082,0.0311,0.0291,0.0528,0.0515,0.0238,0.023
2301,0.0039,0.0161,0.0342,0.043,0.0079,0.0251,0.0228,0.0397,0.0525,0.0213,0.0187
2302,0.0041,0.0102,0.0217,0.0247,0.0039,0.0169,0.0182,0.0262,0.0341,0.0112,0.0534
2303,0.0037,0.006,0.0155,0.0147,0.002,0.0118,0.0114,0.0164,0.0214,0.0044,0.012
2304,0.0038,0.0037,0.0111,0.0091,0.0014,0.0086,0.0081,0.0108,0.0137,0.0029,0.0254
2305,0.0037,0.0047,0.0127,0.0061,0.0014,0.0084,0.0261,0.0072,0.0119,0.0021,0.016
2306,0.0039,0.0092,0.0171,0.009,0.0028,0.0081,0.0115,0.0052,0.009,0.0028,0.0056
2307,0.0071,0.0257,0.0426,0.0183,0.009,0.0089,0.0126,0.0065,0.0134,0.0047,0.0144
2308,0.0519,0.0641,0.0939,0.0504,0.0353,0.0111,0.0217,0.0139,0.0208,0.0093,0.041
2309,0.0994,0.0866,0.2079,0.0866,0.0848,0.0197,0.0429,0.0269,0.0302,0.0337,0.0624
2310,0.1984,0.1201,0.2598,0.0954,0.1444,0.0355,0.0762,0.0464,0.0428,0.0756,0.1432
2311,0.0535,0.0962,0.1952,0.101,0.102,0.0452,0.078,0.0553,0.0567,0.0773,0.2177
2312,0.063,0.0873,0.1721,0.089,0.0743,0.0409,0.0698,0.0512,0.0569,0.0746,0.057
2313,0.061,0.0683,0.0976,0.0766,0.0428,0.0403,0.0607,0.055,0.0577,0.0661,0.0568
2314,0.0585,0.0552,0.0912,0.0661,0.0251,0.0436,0.0589,0.0572,0.0619,0.0675,0.0531
2315,0.0576,0.0503,0.0894,0.0723,0.0219,0.0517,0.0606,0.0639,0.0725,0.0633,0.0578
2316,0.0575,0.0547,0.0904,0.0675,0.0197,0.0537,0.0622,0.0714,0.0765,0.0658,0.0414
2317,0.052,0.049,0.0891,0.067,0.0193,0.0648,0.0757,0.0879,0.0957,0.0783,0.0446
2318,0.0588,0.0412,0.0807,0.0665,0.0162,0.0837,0.0803,0.107,0.12,0.0727,0.0446
2319,0.053,0.0367,0.0946,0.077,0.0188,0.1759,0.2072,0.1246,0.1457,0.0849,0.0519
2320,0.0553,0.0392,0.0694,0.1412,0.0211,0.2023,0.2305,0.22,0.1346,0.2471,0.0574
2321,0.0465,0.0314,0.063,0.0934,0.0186,0.1069,0.1408,0.1386,0.1279,0.0862,0.0485
2322,0.0351,0.0306,0.0608,0.0683,0.0135,0.0533,0.0467,0.0754,0.0765,0.0636,0.0351
2323,0.0263,0.0265,0.0509,0.0605,0.0112,0.0432,0.0366,0.0628,0.0682,0.0383,0.0303
2324,0.0147,0.0222,0.0456,0.0537,0.009,0.0382,0.0307,0.0573,0.0562,0.0252,0.0245
2325,0.0043,0.0161,0.0365,0.0371,0.0071,0.0262,0.0221,0.0442,0.0449,0.0182,0.0292
2326,0.0041,0.0099,0.0203,0.023,0.0045,0.0177,0.0168,0.0287,0.0361,0.0111,0.0362
2327,0.0039,0.0069,0.0121,0.0159,0.0025,0.0117,0.0103,0.0175,0.0236,0.0055,0.0087
2328,0.0037,0.0046,0.0082,0.0081,0.0013,0.0088,0.0087,0.0109,0.0155,0.0027,0.0063
2329,0.0037,0.005,0.0089,0.0068,0.0018,0.0083,0.0078,0.0072,0.0116,0.0026,0.0068
2330,0.004,0.0095,0.0139,0.0085,0.0031,0.008,0.0084,0.0048,0.0094,0.0027,0.0065
2331,0.0099,0.025,0.0347,0.0196,0.0088,0.0078,0.0128,0.0059,0.0122,0.0053,0.0121
2332,0.0543,0.0711,0.0884,0.0514,0.0319,0.0114,0.0214,0.0125,0.021,0.0127,0.0305
2333,0.1377,0.0874,0.1216,0.0833,0.0766,0.0202,0.0458,0.0284,0.0322,0.0387,0.045
2334,0.2883,0.1029,0.1239,0.0955,0.1188,0.038,0.0667,0.0467,0.0488,0.0757,0.0801
2335,0.1035,0.0937,0.1277,0.098,0.0807,0.0483,0.08,0.0556,0.0587,0.0739,0.1051
2336,0.0643,0.0774,0.136,0.092,0.0755,0.0443,0.0735,0.0543,0.0622,0.073,0.0561
2337,0.0636,0.0687,0.0962,0.0686,0.0412,0.0445,0.0612,0.054,0.0634,0.0713,0.0544
2338,0.0605,0.0579,0.127,0.0748,0.0267,0.0471,0.0621,0.0603,0.0651,0.0648,0.0486
2339,0.0575,0.0544,0.2,0.0731,0.0223,0.0532,0.0648,0.0711,0.0743,0.071,0.0523
2340,0.0607,0.0541,0.1738,0.0717,0.0219,0.0553,0.0676,0.0804,0.0944,0.0645,0.0522
2341,0.0484,0.0516,0.0986,0.0703,0.0166,0.072,0.0762,0.0779,0.0978,0.1065,0.0469
2342,0.0441,0.0435,0.1416,0.0704,0.0166,0.0984,0.1406,0.0868,0.1044,0.0833,0.0459
2343,0.0423,0.0388,0.1683,0.0766,0.0147,0.2314,0.2299,0.133,0.1028,0.1351,0.0521
2344,0.0411,0.0387,0.071,0.0907,0.0148,0.2494,0.2402,0.1523,0.1053,0.3317,0.0566
2345,0.0367,0.0366,0.0699,0.0812,0.013,0.182,0.1773,0.0943,0.0946,0.0886,0.0516
2346,0.0264,0.0315,0.0631,0.0707,0.0108,0.0626,0.0507,0.0542,0.056,0.0628,0.0383
2347,0.02,0.0275,0.0567,0.0636,0.0073,0.0504,0.0399,0.0497,0.0532,0.0408,0.0291
2348,0.0141,0.0249,0.0499,0.0584,0.007,0.0429,0.0327,0.0454,0.0442,0.0289,0.0262
2349,0.0053,0.017,0.0378,0.0398,0.0055,0.0283,0.0242,0.0327,0.0352,0.022,0.0192
2350,0.004,0.0111,0.0213,0.0254,0.003,0.019,0.0183,0.0232,0.0273,0.0102,0.0099
2351,0.0037,0.0062,0.0151,0.0176,0.0014,0.0118,0.0118,0.0146,0.018,0.0049,0.0062
2352,0.0037,0.0046,0.0112,0.0089,0.001,0.0091,0.0085,0.0095,0.0119,0.0034,0.005
2353,0.0037,0.0051,0.0121,0.0073,0.0019,0.0085,0.03,0.0082,0.0129,0.0026,0.0054
2354,0.0038,0.0102,0.0168,0.009,0.003,0.008,0.0084,0.0066,0.0101,0.0035,0.0066
2355,0.0099,0.0253,0.0373,0.019,0.0079,0.0088,0.0143,0.007,0.0136,0.0046,0.0121
2356,0.0517,0.0705,0.0911,0.0493,0.0319,0.0119,0.0243,0.0134,0.0199,0.0132,0.0305
2357,0.0835,0.14,0.1195,0.083,0.073,0.0213,0.0481,0.0284,0.0326,0.0411,0.0445
2358,0.1378,0.2382,0.1672,0.0976,0.1067,0.0397,0.0791,0.046,0.0448,0.0744,0.0879
2359,0.0627,0.0926,0.1969,0.0969,0.0727,0.0502,0.0798,0.0546,0.0584,0.1653,0.0693
2360,0.0646,0.0826,0.209,0.0887,0.0655,0.0446,0.0658,0.0534,0.0591,0.0761,0.0591
2361,0.0668,0.0721,0.1678,0.08,0.0398,0.0445,0.0678,0.0591,0.0646,0.0693,0.0549
2362,0.0611,0.0587,0.2245,0.0759,0.0284,0.0472,0.0653,0.0648,0.07,0.0759,0.0521
2363,0.0623,0.0565,0.233,0.0769,0.022,0.0526,0.0662,0.0699,0.0721,0.1673,0.0562
2364,0.0607,0.0563,0.2593,0.0751,0.0217,0.0575,0.0699,0.0754,0.0815,0.2971,0.0569
2365,0.0612,0.0492,0.2491,0.0774,0.0207,0.0746,0.0835,0.089,0.0945,0.0817,0.0574
2366,0.0612,0.0426,0.2512,0.0677,0.0194,0.1637,0.1556,0.1154,0.1336,0.08,0.0615
2367,0.0632,0.0389,0.2291,0.0819,0.0207,0.1245,0.2207,0.1939,0.1411,0.0854,0.0727
2368,0.0593,0.0389,0.0873,0.1791,0.0205,0.2058,0.2249,0.2332,0.1431,0.1594,0.076
2369,0.0491,0.0342,0.0717,0.2791,0.0188,0.1797,0.1603,0.1176,0.0995,0.1692,0.0593
2370,0.0377,0.0337,0.0694,0.0715,0.0146,0.0671,0.0575,0.0803,0.0814,0.0628,0.0489
2371,0.029,0.0288,0.0568,0.0652,0.0114,0.0523,0.0451,0.0735,0.0807,0.0454,0.0414
2372,0.0191,0.023,0.0509,0.0373,0.009,0.0435,0.0347,0.0647,0.0673,0.0298,0.0322
2373,0.0048,0.0191,0.0387,0.0456,0.0098,0.0314,0.026,0.046,0.05,0.0263,0.0271
2374,0.0043,0.0119,0.0241,0.0257,0.0059,0.021,0.0173,0.0354,0.0398,0.0153,0.0151
2375,0.0038,0.0079,0.0163,0.0189,0.0031,0.0131,0.0124,0.0252,0.031,0.0066,0.0083
2376,0.0039,0.0053,0.0117,0.0134,0.0019,0.01,0.0091,0.0144,0.0201,0.0041,0.0074
2377,0.004,0.0055,0.0129,0.0089,0.0017,0.0087,0.0092,0.0097,0.014,0.0028,0.0055
2378,0.0041,0.01,0.0189,0.0106,0.0031,0.0083,0.0302,0.0068,0.0121,0.0032,0.0066
2379,0.0107,0.024,0.0365,0.0217,0.008,0.0087,0.0153,0.0077,0.0132,0.0053,0.0116
2380,0.0481,0.0675,0.083,0.0513,0.0316,0.0112,0.0223,0.0131,0.0197,0.0111,0.0137
2381,0.0709,0.0854,0.1075,0.0833,0.0664,0.0204,0.0457,0.0258,0.032,0.0377,0.0153
2382,0.0637,0.0936,0.2491,0.0935,0.183,0.037,0.0687,0.0415,0.0501,0.0669,0.0701
2383,0.0587,0.0847,0.2883,0.0979,0.12,0.0485,0.0728,0.0522,0.0613,0.0705,0.0608
2384,0.0591,0.079,0.2471,0.0855,0.0626,0.0434,0.0672,0.0531,0.0677,0.0721,0.0607
2385,0.0585,0.0715,0.2595,0.0775,0.0392,0.0434,0.0715,0.0606,0.0719,0.0755,0.0561
2386,0.0624,0.0616,0.2922,0.0749,0.0272,0.0499,0.0738,0.0776,0.0825,0.1012,0.0515
2387,0.0595,0.0561,0.3232,0.0783,0.023,0.0533,0.0726,0.0813,0.089,0.2548,0.0553
